Likes,Name,,Meaning
13,Nakkan,•,Add Meaning
16,Nakula,•,Mongoose; Fourth One Among Pandavas
6,Nalaka,•,Add Meaning
26,Nalesh,•,King of Flowers
5,Nalika,•,Lotus
16,Nalini,•,King of Flowers
5,Nalitz,•,Add Meaning
9,Namaha,•,Respect; Pray
4,Namban,•,Friend
27,Namdev,•,Lord Vishnu; Poet; Saint
130,Namish,•,Lord Vishnu
26,Namith,•,To Bow in a Humble Greeting
12,Namjas,•,One who Sings Praises of Naam
9,Namjot,•,The Light of Naam
2,Nampal,•,Protector of Naam
13,Namsit,•,Adored; Respected
4,Namvar,•,Famous
4,Nanaka,•,Add Meaning
23,Nandak,•,Pleasing
48,Nandan,•,Pleasing; Son
18,Nandha,•,Young Man; Another Name of Murugan
33,Nandhu,•,Become a Great Man; Lord Krishna
6,Nandil,•,Happy; Delighted
32,Nandin,•,Son; Delightful
6,Nandit,•,Delighted
5,Nandna,•,Daughter; One who Bestows Happiness
17,Nannan,•,Benevolent; Name of a King
16,Naotau,•,New
8,Narada,•,Devotee of Vishnu
36,Narain,•,Protector
5,Naraja,•,Upset
9,Naraka,•,Hell
4,Narang,•,Add Meaning
6,Narbir,•,Vishnu; Refuge of Man
15,Nardev,•,A God-like Person
102,Naresh,•,Lord of Man; The King; The King of the Country
7,Narika,•,Lord of Man
6,Nariko,•,Gentle Child
2,Narine,•,Add Meaning
24,Narmad,•,Bringing Delight
2,Narpal,•,Protector of Humanity
8,Narpat,•,King
7,Narsev,•,In the Service of Humanity
21,Nartan,•,Dance
19,Naruna,•,Leader of Men
6,Narvar,•,Add Meaning
9,Naseem,•,Fresh Air; Breeze
12,Naseer,•,Defender; Supporter; Success; Helper; Protector; Granting Victory; One who Helps
5,Nashal,•,Courage
7,Nashir,•,One who Scatters; Exposer; Announcer
2,Nasser,•,Similar to Nasir; Victorious; Victory Origin Muslim
5,Natana,•,Dancing
7,Natesa,•,Lord of Dancers
38,Natesh,•,King
39,Nathan,•,Gift from God; God has Given; Given; Husband; Controller; God; Giver; Gift; Given by God
11,Nather,•,Eyes
23,Nathin,•,Protected
2,Natine,•,Of the Natine Tribe
26,Natraj,•,King Among Actors
31,Natwar,•,Lord Krishna
15,Nauhar,•,9 Garlands
8,Navadh,•,Powerfull
15,Navbir,•,The New Warrior
4,Navdev,•,New and Godlike
8,Navdip,•,New Flame
5,Navdiv,•,New Flame
121,Naveen,•,New; Role Model of World; Ever Fresh
16,Navika,•,New
11,Navina,•,Youthful
4,Navind,•,Add Meaning
22,Navish,•,Poison Less; Sweet; Lord Shiva
8,Navjat,•,Newly Born
38,Navjot,•,The New Light; Always Bright
3,Navkar,•,Supreme Mahamantra of Jains
41,Navnit,•,Fresh Butter
28,Navraj,•,New Rule
11,Navroz,•,A Parsi Festival
49,Navtej,•,New Light
4,Navtek,•,Novel Support
12,Navyan,•,Sky
14,Navyug,•,New World
2,Nawaid,•,New Light
6,Nawfal,•,Generous; Old Arabic Word for the Sea
2,Nawman,•,Add Meaning
6,Nayaab,•,Rare
3,Nayaka,•,The Guide
14,Nayana,•,Eyes
14,Nayath,•,Leading
6,Nazeeh,•,Pure; Chaste
24,Neehal,•,New
14,Neehar,•,Mist; Fog
7,Neehit,•,In Built
10,Neelaj,•,The Lotus Flower
27,Neelam,•,Emerald
14,Neelan,•,God Kannan
8,Neemit,•,Truth
14,Neerad,•,Clouds
20,Neeraf,•,River
72,Neeraj,•,Lotus; Pearl; Born from Water
31,Neerav,•,Quiet; Silent
3,Neethu,•,Sweet
13,Neevan,•,Holly
7,Nehaal,•,Happy
5,Nekbir,•,Brave and Noble
3,Nekjot,•,Noble Light
1,Nelvin,•,Add Meaning
3,Nerlap,•,Unattached
10,Nesham,•,Happiness
23,Nevaan,•,Holy; Pure Soul
8,Nevada,•,Snow-clad; A Western Usa State; Snow Capped
11,Nevish,•,Add Meaning
12,Nibaal,•,Arrows
6,Nibhiv,•,Add Meaning
27,Nibodh,•,Knowledge
15,Nichay,•,Prommissing of Self
12,Nichit,•,Constant
8,Nidaan,•,Polite and Soft
7,Nidarr,•,Fearless
26,Nidesh,•,Giver of Wealth; Lord Ganesh
7,Nidhan,•,Treasure; Wealth
4,Nidhin,•,Add Meaning
9,Nidhra,•,The Moon
35,Nidish,•,Lord Ganesha Giver of Wealth
5,Nieraj,•,Add Meaning
78,Nihaal,•,Happiness
25,Nihaan,•,Mark; Hidden; Wisdom; Secret
32,Nihaar,•,Fog
24,Nihant,•,Never Ending
3,Nihara,•,Add Meaning
1,Nihari,•,Add Meaning
12,Nihith,•,Inherent; Inscribed into Something; Within Something
2,Nijamo,•,Wonderfull
46,Nikash,•,Horizon
80,Nikesh,•,The God; Man who Save People; Lord Vishnu
6,Niketa,•,Victorious; Conqueror
4,Nikhar,•,Blossoming
13,Nikhat,•,Fragrance
165,Nikhil,•,Whole; Prithvi; Complete; Entire
11,Nikhin,•,Power
10,Nikhit,•,Sharp
38,Nikith,•,Global Thoughts Leadar; On who has Divine Wisdom; One who is Strong Commercial Instinct Self Sufficient and Ambitious; Above All a Good Human Being
63,Nikunj,•,Bower; Birds Nest; Garden
29,Nilabh,•,Moon
4,Nilang,•,Type of Bird or Fragrance; One with Blue Body
6,Nilani,•,Beautiful
8,Nilaya,•,Home
82,Nilesh,•,Blue God; Lord Shiva / Krishna
12,Nilnov,•,Blue Sky
48,Nimesh,•,Momentary; Love; Inside Viewer
35,Nimish,•,Spilt-second
13,Nimmit,•,For a Purpose
3,Nimrat,•,Humble
0,Nimsad,•,Joyful
6,Ninaad,•,Noise
5,Ninder,•,One who Sleeps Well
3,Ninith,•,Good Look
9,Nippun,•,Perfect
3,Nipuna,•,Expert
3,Niraga,•,Add Meaning
4,Nirala,•,Unique
4,Nirban,•,Simple; Emancipated from the World
5,Nirgun,•,The God
40,Nirish,•,Free; Without Any Owner
4,Nirlep,•,Without Attachment
72,Nirmal,•,Clean; Pure; Talent Person; The One who is Pure
17,Nirman,•,The Egoless; Humble; Design; Creation
55,Nirmay,•,Pure
58,Nirmit,•,Created
2,Nirmla,•,Clean
4,Nirmoh,•,Free from Illusion; Undeluded
5,Nirmol,•,Invaluable; Priceless
9,Nirnay,•,To Decide
13,Nirogi,•,Without Illness
3,Niroop,•,Shape-less
5,Niruja,•,Disease-less; Healthy
13,Nirush,•,A King from the Mahabharat
3,Nirval,•,Sacred; Pious
47,Nirvan,•,Liberation
6,Nirved,•,Whom Ved have been Created
2,Nisang,•,Unselfish; Moving Freely
36,Nisarg,•,Nature
28,Nishad,•,Seventh Note on Indian Musical Scale
53,Nishal,•,God Shiva; Lord Shiva; No End
15,Nisham,•,Cool
41,Nishan,•,Miracles; Symbol
28,Nishar,•,Warm Cloth
42,Nishat,•,A Tree; Liveliness; Energy
11,Nishav,•,The Best
8,Nishik,•,Lotus
51,Nishil,•,Night
43,Nishit,•,Midnight; Silence
35,Nishok,•,Happy
4,Niskam,•,Without Desire
28,Nissim,•,Unbounded; Wonders
6,Nissin,•,Miracle
5,Niswal,•,Unselfishness
75,Nitesh,•,Master of the Right Path; Krishana; True Warrior; Mightiest Lord
60,Nithik,•,Master of Justice
10,Nithil,•,Beautiful Like Pearl
72,Nithin,•,King; Way to Right Path; Leader of Good Way
15,Nithya,•,Eternal
2,Nitina,•,Add Meaning
96,Nitish,•,Master of the Right Path; Krishana; True Warrior; Mightiest Lord; Night Light
3,Nitnam,•,One who Ceaselessly Remembers the Lord
6,Nityam,•,Everyday
11,Nityan,•,Eternal
29,Nivaan,•,Holy
15,Nivant,•,Calm
14,Nivash,•,Home
37,Nivedh,•,Offering to God
7,Nivesh,•,Investment
8,Nividh,•,Information
9,Nivraj,•,Add Meaning
15,Niyath,•,Behaviour
2,Nodhas,•,Rishi of Rigved
15,Nomesh,•,God
12,Noodan,•,New
24,Nridev,•,King Amongst Men
4,Nrimna,•,Add Meaning
3,Nripal,•,Protector of the People
1,Nripen,•,King of Kings
8,Nrupal,•,King
11,Nrupen,•,Emperor
2,Nuguru,•,Add Meaning
3,Nukala,•,Add Meaning
10,Numair,•,Panther; Baby Tiger
4,Nuncio,•,Messenger
6,Nuthan,•,New
7,Nuvesh,•,Knowledge
16,Naagesh,•,God of Serpents; Sheshnaag
13,Naagpal,•,Saviour of Serpents
13,Naagraj,•,King of Serpents; Sheshnaag
19,Naakesh,•,The Lord of Heaven
2,Naambir,•,Brave who Remembers the Lord
9,Naamdev,•,Name of a Saint
3,Naamjas,•,Praises of Naam
2,Naamjog,•,Union with Naam
1,Naamjot,•,Light of Naam
1,Naamliv,•,Absorbed in Naam
3,Naamlok,•,Those who Drink Elixir of Naam
3,Naamras,•,Elixir of Naam
9,Naathim,•,Arranger; Adjuster
0,Nabadal,•,New Leaf
4,Nabanil,•,A New Clear Blue Sky
13,Nabarun,•,Morning Sun
3,Nabdeep,•,New Lamp
17,Nabendu,•,New Moon
6,Nabhasa,•,Celestial
19,Nabhith,•,Fearless
4,NabiBux,•,Add Meaning
2,Nachimi,•,Add Meaning
21,Nadeesh,•,God of River; Ocean
2,Nadisha,•,The Lord of Rivers
7,Nagaiah,•,Lord Cobra
5,Naganan,•,Add Meaning
2,Nagappa,•,Father of Snakes
23,Nagaraj,•,King of Snakes; King of Cobras
10,Nagarin,•,Lord of a Town
17,Nagdhar,•,One who Adornes Mountain
5,Nageena,•,Gem; Great
3,Nagesha,•,Lord of Serpents
1,Nageven,•,Smart; Handsome Boy
2,Nagmani,•,Jewels
1,Nagnath,•,King of Snake
16,Nagpati,•,King of Serpents; Vaasuki
10,Nagulan,•,Witty
11,Nahusha,•,A Mythological King
1,Nailadi,•,Add Meaning
2,Naimath,•,Add Meaning
3,Naimesh,•,Saint's Name
14,Naimish,•,Momentary; Transient; A Mythological Forest
7,Nainesh,•,Gods Third Eye; Relax Eyes; Relate to Eye
3,Nainish,•,Add Meaning
2,Naipaul,•,Protector of the Eyes
9,Naishal,•,Mountain
2,Nakesha,•,The Lord of Heaven; Variant of Nakeisha
11,Nakhraj,•,Moon
6,Nakkina,•,Add Meaning
0,Nakshit,•,Add Meaning
2,Nalliah,•,Add Meaning
4,Namadev,•,Name of a Saint
4,Namasri,•,Add Meaning
10,Namasya,•,Worthy of Salutation; Worshipping
11,Namasyu,•,Bowing
1,Namdeva,•,Name of a Saint
12,Nameeth,•,Humble
3,Namgeet,•,One whose Life is the Song of Naam
2,Namiyah,•,Gift from God
4,Namjeet,•,Victory of Lord's Name
5,Namjeev,•,Poet; Saint
3,Namleen,•,Absorbed in the Lord's Essence
4,Namniya,•,Respectable
2,Namprem,•,Love for God's Name
2,Namrang,•,Modest; Humble
4,Namroop,•,Embodiment of Lord's Name
3,Nandess,•,Lord Shiva
36,Nandish,•,Lord of Pleasure
20,Nandlal,•,Lord Krishna
3,Nanmani,•,Excellent Gem
0,Nanshar,•,Add Meaning
5,Nanthan,•,Name of Lord Krishna; Father of Krishna
7,Nanveer,•,Light of the Mind
2,Naradar,•,King of Human
27,Narayan,•,Lord Vishnu
2,Nardeep,•,Male King
3,Naresha,•,King Among Men
11,Narhari,•,Man-lion
4,Nariman,•,A Character in Shahnameh
3,Narjeep,•,Add Meaning
5,Narjodh,•,Great Warrior
4,Narleet,•,Imbued with King
7,Narpati,•,King
11,Nartana,•,Makes Others Dance
4,Narthan,•,Dance
7,Narveer,•,Brave Person
5,Nasamad,•,Add Meaning
0,Nasappa,•,Add Meaning
5,Nashier,•,Leader of Men
4,Nashita,•,Energetic and Full of Life
17,Nataraj,•,Lord Shiva
4,Natawar,•,Lord Krishna
3,Natesan,•,Lord of Dancers; Lord Shiva
5,Natesha,•,Lord of Dancers
5,Nathavi,•,Lord Shiva
3,Natheer,•,Warner
1,Natraaj,•,The Supreme Dancer
4,Natwara,•,Shiv God
3,Naunidh,•,Nine Treasures; One who is Blessed with Nine Treasures
14,Navalan,•,Orator
0,Navansh,•,New Member
9,Navarag,•,New Raag
2,Navarro,•,Plains; A Medieval Spanish Kingdom
2,Navarsu,•,Add Meaning
2,Navarun,•,New Day
51,Navdeep,•,New Flame; New Shine; New Destination
9,Navendu,•,The Moon a Night After Amavasya
19,Navjeet,•,New Winning; New Victory
11,Navjeev,•,The Ever Fresh Life
7,Navjodh,•,Novel Warrior
3,Navkesh,•,Add Meaning
4,Navkunj,•,New Garden; New Home
1,Navlaal,•,Novel Loving Person
2,Navmeet,•,Novel Friend
6,Navnath,•,Nine Gods
46,Navneet,•,Fresh Butter
2,Navodit,•,Up Coming
2,Navprem,•,Noble Love
6,Navrang,•,Beautiful
8,Navroop,•,New Generation
7,Nayakan,•,Hero
4,Naynesh,•,Eye
0,Nazneen,•,Beautiful; Glorious
1,Ndrajit,•,Add Meaning
2,Nediyon,•,Add Meaning
0,Nedungo,•,King
11,Neelabh,•,Object in the Sky; Cloud; Moon
6,Neelanu,•,Add Meaning
31,Neelesh,•,Lord Krishna; Moon
2,Neerada,•,Rain Clouds
1,Neeradh,•,Clouds
3,Neerava,•,Add Meaning
3,Neerlav,•,Not Greedy
11,Neeshal,•,Handsome
4,Neetish,•,Master of the Right Path
12,Nehanth,•,Rain; Love
1,Nehkaam,•,Free from Desires
3,Nekdeep,•,Noble Lamp
3,Nekjeet,•,Noble Victory
1,Nekpaal,•,Protector of Nobility
2,Nekroop,•,Of Noble Form
2,Nelesha,•,Add Meaning
2,Nerisha,•,Lovely
4,Nesayem,•,Flower
5,Neshvee,•,Add Meaning
2,Nethaji,•,Eyes
1,Nevenay,•,New; Navin
26,Nibhish,•,God Ganesh
6,Nideesh,•,Giver of Wealth and Treasures
7,Nidhaan,•,Treasure
37,Nidhish,•,Lord of Treasure
5,Nidhruv,•,Constant; Faithful
9,Nidvith,•,Add Meaning
0,Nigarvi,•,Add Meaning
5,Nigisti,•,Add Meaning
13,Nihanth,•,Never Ending
7,Nihchal,•,Immovable; Firm
3,Niiradi,•,Add Meaning
6,Niirran,•,Add Meaning
2,Nijeesh,•,Personal; Intrinsic; Hybrid; Private
14,Niketan,•,House; Mansion
4,Nikhael,•,Stream of Love
6,Nikilan,•,Beautiful God
5,Nikolas,•,Victory; Victory of the People
9,Nikshan,•,Lord Siva
19,Nikshay,•,Lord Shiva; Indestructive
3,Nikshep,•,Treasure
16,Nikshit,•,Certain
7,Nikumbh,•,Lord Shiva
15,Nikunja,•,Grove of Trees
4,Niladri,•,Blue Mountain
21,Nilavan,•,Moon; Handsome
7,Nilayan,•,Blue Eyes Boy
4,Nileema,•,Blue
0,Nilidan,•,Add Meaning
0,Nilikey,•,Add Meaning
4,Nilojan,•,Brightness
1,Nilufar,•,Blue Lotus
16,Nimalan,•,Lord Murugan
9,Nimansh,•,Krishna; Blue God
0,Nimayak,•,Add Meaning
3,Nimeesh,•,Momentary
4,Nimmana,•,Humble; Very Polite
0,Ninadha,•,Add Meaning
15,Nirajit,•,Illuminated
1,Nirakul,•,Sorrowless
7,Niramay,•,Without Blemish
1,Niranat,•,Lotus Flower
2,Niranja,•,Group of Lotus Flower
2,Nirbaan,•,Add Meaning
6,Nirbhai,•,Without Fear
3,Nirbhao,•,One who is Fearless
28,Nirbhay,•,Fearless
9,Nirbhik,•,Fearless
8,Nirdesh,•,Command; Indication
6,Nirdhar,•,One who Holds Water; Cloud
8,Nirdosh,•,Without Defect; Faultless
9,Nirguna,•,Attribute-less
1,Nirjhar,•,Falling Water without Break
1,Nirjvar,•,Healthy
3,Nirlepa,•,Stainless
5,Nirlobh,•,Without Greed
6,Nirmada,•,Passionless; Pride-less
7,Nirmail,•,Without Stain; One Unstained; Without Flaw
7,Nirmala,•,Clean; Pure
2,Nirmama,•,Without Mineness
5,Nirmeet,•,Created
7,Nirmesh,•,Created
3,Nirmoha,•,Free from Illusion; Undeluded
6,Nirmohi,•,Unattached
2,Nirodha,•,Restraint
7,Niruban,•,Truth
13,Nirupam,•,Without Comparison
3,Nirupan,•,Add Meaning
16,Nirvaan,•,Ultimate Bliss
16,Nirvair,•,One who is without Enmity
9,Nirvana,•,Bliss; Liberation
3,Nirvash,•,Land of Bliss
31,Nischal,•,Calm; Steady; Has will Power
19,Nischay,•,Decided
8,Nischit,•,Certain or for Sure
18,Nishaan,•,Symbol
0,Nishabd,•,Speachless
5,Nishadh,•,Awesome
82,Nishant,•,End of Night; No Mark; Silent; Dawn; Peaceful; Early Morning
8,Nisharg,•,Nature
1,Nishedu,•,Add Meaning
10,Nishesh,•,Entire
4,Nishika,•,Gods of Night
18,Nishita,•,Sharp
23,Nishith,•,Night
4,Nishpar,•,Boundless; Unlimited
1,Nishtha,•,Loyal
2,Nistula,•,Without Equal; Incomparable
23,Niteesh,•,God of Law; One Well Versed in Law
5,Nithish,•,God of Low
6,Nithyan,•,God of Law; One Well Versed in Law; Experiment
7,Nitiman,•,One whose Conduct is Based on Wisdom
2,Nittien,•,Add Meaning
4,Nivdeep,•,Noble Lamp
7,Nivedan,•,Request
5,Nivedit,•,Add Meaning
6,Nivedya,•,Offering to God
6,Nivruti,•,Ever Good-looking
2,Nivrutt,•,Separation from World
4,Noordev,•,Divine Light
4,Noulakh,•,Of Nine Hundred Thousand
1,Nrideva,•,Add Meaning
3,Nripbir,•,Brave and Courageous King
11,Nripesh,•,King of King
2,Nripjot,•,Light of King
5,Nrupadh,•,Feet of a King
0,Nrupesh,•,King of the King
3,Nusrath,•,God of Love
11,Naagdhar,•,One who Wears Cobra
6,Naagpati,•,King of Serpents; Vaasuki
12,NaagRaaj,•,King of the Serpents
0,Naakaiah,•,Add Meaning
0,Naamadol,•,Unwavering in Naam
1,Naamahar,•,One who is Sustained by Naam
2,Naamdeep,•,Lamp of Naam
5,Naamdhan,•,Earning the Wealth of Naam
2,Naamdhun,•,Melody of Naam
4,Naamgeet,•,Songs of Naam
0,Naamjeev,•,Absorbed in Naam
1,Naamjodh,•,Warrior Absorbed in Naam
2,Naamleen,•,Absorbed in Naam
1,Naamrang,•,Imbued in Naam
5,Naamroop,•,Embodiment of Naam
3,Naamsukh,•,Attaining Happiness through Naam
1,Naavalan,•,Debater; Orator; Well-versed in the Arts
11,Nabhanyu,•,Eternal; New Ambition
4,Nabhendu,•,New Moon
6,Nabhiraj,•,Lord Brahama
26,Nachiket,•,Son of Vajashravas
1,Nadamuni,•,Add Meaning
7,Nadipati,•,The Lord of Rivers
6,Nagadeep,•,Light from Nagseshu
2,Nagadhar,•,Add Meaning
0,Nagaiyan,•,Add Meaning
1,Naganand,•,Son of Naga
2,Naganath,•,King of Snake
7,Nagander,•,Sun
1,Nagandra,•,King of Black Cobra
3,Nagannan,•,Add Meaning
3,Nagapati,•,The Lord of the Mountains
2,Nagappan,•,Add Meaning
4,Nagaraja,•,King of the Mountains
2,Nagaraji,•,Add Meaning
4,Nagaraju,•,King of Snakes
11,Nagarjun,•,Best Among the Snakes
2,Nagasami,•,Add Meaning
12,Nagendra,•,Seshnag; Snake
3,Nageshan,•,Lord Shiva
1,Nageswar,•,Lord Shiva
2,Naginder,•,Relief
8,Nagulesh,•,Snake; Lord Shiva
4,Naidhruv,•,Near Perfection
1,Naindeep,•,Eyes Full of Light
1,Naintaar,•,Eyes Full of Light
8,Naishadh,•,King Nala; A Hero from the Mahabharata who was King of Nishadha
7,Naivadya,•,Prasad
1,Nakapati,•,Lord of Heaven
3,Nakkiran,•,A Tamil Poet
3,Nakshith,•,Add Meaning
2,Nakulesh,•,Add Meaning
3,Nalakini,•,Add Meaning
2,Nallappa,•,Add Meaning
0,Nallavan,•,Benevolent; Kindly Nature
0,Nallenan,•,Add Meaning
0,Namadeva,•,Add Meaning
3,Namagiri,•,Add Meaning
0,Namakint,•,Populer
0,Namdhari,•,Add Meaning
2,Namitpal,•,Humble Protector
4,Nampreet,•,Love for God's Name
1,Namratan,•,Jewel of a Name
7,Nandapal,•,Lord Krishna
4,Nandeesh,•,Lord Shiva's Vehicle
0,Nandisha,•,Lord Shiva
5,Nandlaal,•,Lord Krishna
1,Nandrani,•,Add Meaning
1,Nangopan,•,Add Meaning
2,Nanjaiah,•,Add Meaning
0,Nanjaiya,•,Add Meaning
0,Nanjappa,•,Add Meaning
3,Nanjeyan,•,Add Meaning
1,Nanmugan,•,Lord Bramha
2,Nanmuthu,•,Excellent Pearl
2,Napoleon,•,Italy; Son of Mist; Lion; Man from Naples; Lion of the Woodland; Lion of the New City
11,Narahari,•,Lord Vishnu
3,Naranjan,•,Add Meaning
3,Naravira,•,Heroic Man; Hero Among Men
3,Narayana,•,Vishnu; Refuge of Man
10,Narender,•,King
39,Narendra,•,King of Men; Humanity
1,Narikera,•,Add Meaning
0,Narindar,•,King
19,Narinder,•,The King; King of Men
3,Naritpal,•,Protector of King
1,Narotham,•,Add Meaning
7,Narottam,•,Best Among Men
2,Narpreet,•,Love for Human Being
7,Narsimha,•,Lion Among Men
1,Narveera,•,Add Meaning
5,Nataraja,•,King of Dancers
3,Natavara,•,The Best of Dancers
0,Nathuram,•,Add Meaning
2,Natkunam,•,Good Character
2,Natrajan,•,Lord Krishna
1,Naubahar,•,Add Meaning
1,Naunihal,•,Happy Young Person
6,Navadeep,•,Light
1,Navadvip,•,New Island
1,Navamani,•,Nine Crystle
18,Navaneet,•,Butter; New Lesson
3,Navarang,•,Good Looking
15,Navashen,•,The One who Brings Hope
4,Navendan,•,Add Meaning
1,Navendhu,•,New
1,Navijeet,•,Ever-fresh Victory
2,Navinder,•,Brave Lord
13,Navneeth,•,Lord Krishna
1,Navnihal,•,The Youth
7,Navratan,•,Nine Jewels
1,Navsarup,•,Novel Shape
8,Nayanesh,•,Eyes; Beautiful Man
2,Nayanish,•,With the Eyes of God
15,Nedumaan,•,Prince
12,Neeladri,•,The Nilgiris
2,Neelavan,•,Lord Krishna
3,Neelkant,•,A Jewel; Lord Vishnu
4,Neelmani,•,Sapphire
0,Neeshika,•,Night
0,Neeshlin,•,Add Meaning
2,Neeteepa,•,Add Meaning
1,Neetiman,•,Lawful
1,Neetipal,•,Protector of Law
1,Nekinder,•,Decent King
1,Nelakash,•,Blue Sky
2,Nellaiah,•,Add Meaning
2,Neminath,•,Jain's Tirthankar; God Name
4,Nesamani,•,Holy
2,Netrapal,•,Blessing of Eyes
4,Netratav,•,To Lead
5,Nicholas,•,Victory of the People; Victorious Person; People of Victory
20,Nidheesh,•,Ganesha
3,Nidhisha,•,Wisdom
5,Nidhruvi,•,Ever Faithful; Constant
7,Nidhulan,•,Pure Pearl
0,Niketana,•,Add Meaning
2,Nikethan,•,Originality
1,Nikhalas,•,Friendly
0,Nikhansh,•,Part of Complete
4,Nikhlesh,•,Add Meaning
0,Nikumbha,•,Add Meaning
2,Nilagala,•,Blue Throated; Blue Necked
3,Nilambaj,•,Add Meaning
5,Nilambar,•,Sky
1,Nilamber,•,Blue Sky
0,Nilamegh,•,Add Meaning
3,Nilanjan,•,With Blue Eyes
0,Nilavany,•,Add Meaning
8,Nilotpal,•,Blue Lotus
0,Nipooran,•,Add Meaning
4,Niraamay,•,Pure
1,Niraghan,•,Sinless; Faultless
1,Nirakula,•,Unconfused; Unaffected
0,Niramaya,•,Lucky
29,Niranjan,•,Simple; Name of a River; The Night of the Full Moon; Lord Shiva; Flawless
9,Nirankar,•,God Shiva; With No Shape (God)
2,Nirantak,•,Lord Shiv; Shiv
1,Nirapaya,•,Imperishable
0,Nirbhang,•,One who cannot be Destroyed
5,Nirbhava,•,Birth-less
4,Nirbhaya,•,Fearless
1,Nirbheda,•,Without Differentiation
2,Nirbheek,•,Fearless
2,Nirbheet,•,Fearless
2,Nirdosha,•,Without Defect; Faultless
1,Nirendra,•,Night Sky
7,Nirijhar,•,Waterfall
0,Nirlipth,•,Add Meaning
0,Nirlobha,•,Without Greed
11,Nirmalan,•,God Murugan
4,Nirmalya,•,Pure
0,Nirmantu,•,Innocent
2,Nirmanyu,•,Free of Anger
1,Nirmolak,•,Invaluable; Priceless
2,Nirnasha,•,Deathless
7,Niroshen,•,Hero
5,Nirvaira,•,Without an Enemy
4,Nirvikar,•,Unchanging
2,Nischala,•,Add Meaning
0,Nischint,•,Free from Worries
17,Nischith,•,Fixed
0,Nishadha,•,Add Meaning
7,Nishakar,•,Moon; Lord of Night)
2,Nishanta,•,Peace
28,Nishanth,•,End of Darkness; Begining of Sun Raising; Peaceful; Dawn
18,Nishchal,•,Unshakable
8,Nishchay,•,A Strong Desire; To Decide
10,Nishchit,•,Truthful; Genuine; Firm
3,Nisheeth,•,Midnight; Peaceful; Early Morning; Dawn
6,Nishikar,•,Moon; Lord of Night
1,Nishiman,•,Infinite; Grand
1,Nishipal,•,Moon
6,Nishkama,•,Selfless
2,Nishokha,•,Happy
2,Nishpara,•,Boundless
1,Niswarth,•,No Selfishness
4,Nitendra,•,Lord of Policy
20,Nitheesh,•,Glows Forever
16,Nithilan,•,Brilliant Like a Pearl
4,Niththis,•,Good
12,Nityanta,•,Lord Vishnu
3,Nityayuj,•,Always Concentrating
4,Nivritti,•,Elder Brother of Sant Gyaneshwer
11,Nivrutti,•,Separation from World
4,Noodanan,•,Add Meaning
15,Noordeep,•,Attribute of Allah and Light
4,Noorneet,•,Eternal Divine Light
2,Nrigatam,•,Strongest Among Men
2,Nrisingh,•,Add Meaning
9,Nurjamal,•,Add Meaning
19,Nushanth,•,Horizon
14,Naagarjun,•,An Ancient Philosopher
7,Naagchand,•,Snake
18,Naagendra,•,King of the Serpents
0,Naamadhar,•,Support of Naam
0,Naamanand,•,One who Finds Bliss in Naam
0,Naamcheet,•,Remembering the Lord's Name
0,Naamdheer,•,Steadfast in Naam
0,Naamdhian,•,Absorbed in Naam
0,Naamkamal,•,Flowering through Naam
1,Naamnivas,•,Dwelling in Naam
1,Naampreet,•,Love for Naam
0,Naamraman,•,One Absorbed in Naam
0,Naamratan,•,Having the Priceless Diamond of Naam
1,Naamshant,•,Finding Peace through Naam
1,Naamuttam,•,Exalted in Naam
11,Naaraayan,•,The Refuge of Man
2,Nabhkanti,•,Light of Sky
8,Nabhomani,•,Jewel of the Sky; Sun
0,Nachhatar,•,A Star; Lunar Mansion
0,Nachiappa,•,Add Meaning
14,Nachiketa,•,An Ancient Rishi; Fire
3,Nachiketh,•,Son of Vajasshravas
0,Nadhamuni,•,Naradha Maharshi
1,Nadiahope,•,Add Meaning
2,Nadinatha,•,The Lord of Rivers
1,Nagadhipa,•,The Overlord of the Mountains
0,Naganandi,•,Add Meaning
11,Nagarajan,•,King of the Serpents
0,Nagarathn,•,Diamond
5,Nagarjuna,•,Hero; Confidence and Power; Bright; Peacock; Son of Lord Indra; Strong and Brave.; Pandava Prince; Arjuna Defeats Nagaloka King for that He is Named as Nagarjuna
4,Nagasenan,•,Add Meaning
0,Nagaswamy,•,Emperor of Snake
4,Nagendran,•,Genius
1,Nageshvar,•,Add Meaning
3,Nageshwar,•,Lord of the Cobras
3,Nageswara,•,Lord Shiva
0,Nagikiran,•,Add Meaning
1,Nainappan,•,Add Meaning
1,Naininder,•,God in the Eyes
5,Naishadha,•,Poetry
1,Naitarpal,•,Protector of the Eyes
10,Naivaidya,•,Prasad
3,Nakadhipa,•,Overlord of Heaven
2,Nakanatha,•,The Lord of Heaven
2,Nakarasan,•,Add Meaning
5,Nakkeeran,•,Name of a Brave Poet
34,Nakshatra,•,Star
4,Nalinaksh,•,Lotus-eyed
1,Nallaiyan,•,Benevolent; Honest
0,Nallanban,•,Honest and Kind
4,Nallannan,•,Benevolent
3,Nallappan,•,Benevolent
2,Nallisami,•,Add Meaning
1,Nallusami,•,Lord Shiva
2,Namandeep,•,Add Meaning
0,Namanveer,•,Add Meaning
2,Nambudiri,•,One of Cast in Kerala Brahmin
8,Namirthan,•,God Shiva
1,Nammurthi,•,Add Meaning
0,Namrajeet,•,To Soul
1,Nandanbir,•,Brave Son
1,Nandanjot,•,Light of the Son
